"StartDate","EndDate","IPAddress","Progress","duration_seconds","Finished","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","AI_educated","AI_attitude","control_undesirable","control_jobs","control_oversight","control_recommender","control_beneficial","treat_beneficial_1","treat_undesirable_1","treat_jobs_1","treat_oversight_1","treat_recommender_1","attention_undesirable","attention_jobs","attention_oversight","attention_beneficial","attention_recommender","treat_beneficial_2","treat_undesirable_2","treat_jobs_2","treat_oversight_2","treat_recommender_2","learn_anything","education_level","house_income","gender","mTurkCode","treat_beneficial","treat_undesirable","treat_jobs","treat_oversight","treat_recommender","assignment_beneficial","score_beneficial","assignment_undesirable","score_undesirable","assignment_jobs","score_jobs","assignment_oversight","score_oversight","assignment_recommender","score_recommender","attention_undesirable_correct","attention_jobs_correct","attention_oversight_correct","attention_recommender_correct","attention_beneficial_correct","attention_correct"
"2018-03-31 17:39:48","2018-03-31 17:44:58","184.6.103.105",100,309,1,"2018-03-31 17:44:58","R_3qEikvxV7P51i6K",38.481399536133,-92.127296447754,3,4,2,NA,NA,5,NA,0,0,1,0,0,NA,1,NA,NA,NA,5,0,0,2,0,0,1,2,0,7853431,5,NA,1,2,NA,1,5,0,2,1,1,1,2,0,5,NA,1,NA,NA,NA,1
"2018-03-31 17:45:27","2018-03-31 17:46:37","97.84.67.120",100,69,1,"2018-03-31 17:46:37","R_3fSPPMx9wIyfO5O",37.069198608398,-121.55670166016,1,3,NA,NA,4,NA,3,0,0,3,0,0,NA,1,NA,NA,NA,0,3,0,0,4,1,1,2,1,7158064,NA,3,3,NA,4,0,3,1,3,1,3,0,4,1,4,NA,1,NA,NA,NA,1
"2018-03-31 17:43:12","2018-03-31 17:46:53","68.118.60.13",100,220,1,"2018-03-31 17:46:54","R_9HmAOzw4Ihy8PV7",42.185104370117,-121.61410522461,1,1,4,NA,NA,3,NA,2,0,0,0,0,NA,NA,NA,1,NA,0,0,2,2,0,0,3,1,0,8278887,2,NA,2,2,NA,1,2,0,4,1,2,1,2,0,3,NA,NA,NA,NA,1,1
"2018-03-31 17:44:43","2018-03-31 17:47:05","173.184.94.254",100,141,1,"2018-03-31 17:47:06","R_2ZUOXZZCklOyeXM",34.096405029297,-83.573997497559,4,4,2,NA,NA,5,NA,0,0,3,0,0,NA,1,NA,NA,NA,4,0,0,3,0,1,2,2,1,7399359,4,NA,3,3,NA,1,4,0,2,1,3,1,3,0,5,NA,1,NA,NA,NA,1
"2018-03-31 17:45:03","2018-03-31 17:48:17","68.188.252.60",100,194,1,"2018-03-31 17:48:18","R_2zYmGTQPJQOkNRi",43.416107177734,-83.970901489258,2,2,5,NA,NA,1,NA,1,0,0,0,0,NA,NA,NA,1,NA,0,0,3,5,0,0,1,1,1,120873,1,NA,3,5,NA,1,1,0,5,1,3,1,5,0,1,NA,NA,NA,NA,1,1
"2018-03-31 17:46:21","2018-03-31 17:48:22","98.218.148.101",100,121,1,"2018-03-31 17:48:22","R_30bLuL4lLz67wp8",38.81559753418,-77.045303344727,2,3,3,2,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,1,3,0,0,4,0,1,4,4,1,3929871,3,NA,NA,4,2,1,3,0,3,0,2,1,4,1,2,NA,NA,NA,1,NA,1
"2018-03-31 17:46:07","2018-03-31 17:48:28","71.224.29.219",100,140,1,"2018-03-31 17:48:29","R_1i3fc0XxVD1gkOJ",40.260498046875,-75.615501403809,1,2,2,NA,NA,1,NA,2,0,0,0,0,NA,NA,NA,1,NA,0,0,5,5,0,1,1,1,1,5441462,2,NA,5,5,NA,1,2,0,2,1,5,1,5,0,1,NA,NA,NA,NA,1,1
"2018-03-31 17:47:18","2018-03-31 17:48:39","47.36.178.14",100,80,1,"2018-03-31 17:48:39","R_3CDzMloDGvsm05M",42.339294433594,-122.79869842529,1,3,3,NA,4,NA,NA,0,0,0,0,2,NA,NA,NA,NA,1,2,0,1,0,0,0,1,1,0,9054987,2,NA,1,NA,2,1,2,0,3,1,1,0,4,1,2,NA,NA,NA,1,NA,1
"2018-03-31 17:46:17","2018-03-31 17:49:03","73.6.203.118",100,165,1,"2018-03-31 17:49:03","R_cZIyLNjl94BFGed",29.839004516602,-95.146202087402,3,4,NA,NA,NA,4,5,0,2,0,0,0,0,NA,NA,NA,NA,0,0,4,3,0,1,1,1,1,7351142,NA,2,4,3,NA,0,5,1,2,1,4,1,3,0,4,1,NA,NA,NA,NA,1
"2018-03-31 17:47:50","2018-03-31 17:49:31","172.9.162.236",100,101,1,"2018-03-31 17:49:32","R_3ix13vGStcqn6cf",38.666702270508,-121.62930297852,1,1,NA,NA,5,3,NA,0,5,0,0,0,1,NA,NA,NA,NA,2,0,5,0,0,0,3,1,1,6924102,2,5,5,NA,NA,1,2,1,5,1,5,0,5,0,3,0,NA,NA,NA,NA,0
"2018-03-31 17:45:45","2018-03-31 17:49:52","71.81.142.201",100,247,1,"2018-03-31 17:49:52","R_1r3ozcH4xkvpzGv",38.738494873047,-90.540199279785,3,4,2,3,NA,NA,NA,0,0,0,0,4,NA,NA,NA,NA,1,4,0,0,5,0,1,2,1,1,5714585,4,NA,NA,5,4,1,4,0,2,0,3,1,5,1,4,NA,NA,NA,1,NA,1
"2018-03-31 17:47:50","2018-03-31 17:50:05","164.107.241.191",100,134,1,"2018-03-31 17:50:05","R_2X1dImNhtuFkaRA",40.004806518555,-83.024200439453,2,4,2,4,NA,NA,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,0,0,4,5,0,3,1,1,9729706,4,NA,NA,4,5,1,4,0,2,0,4,1,4,1,5,NA,NA,NA,NA,1,1
"2018-03-31 17:50:41","2018-03-31 17:52:00","107.5.125.254",100,79,1,"2018-03-31 17:52:01","R_w1YQhxOUfHzKVm9",42.568206787109,-83.906196594238,3,2,4,NA,4,NA,NA,0,0,4,0,0,NA,1,NA,NA,NA,3,0,0,0,3,0,4,3,1,9869347,3,NA,4,NA,3,1,3,0,4,1,4,0,4,1,3,NA,1,NA,NA,NA,1
"2018-03-31 17:47:32","2018-03-31 17:52:15","172.56.29.236",100,282,1,"2018-03-31 17:52:16","R_22t21Bi08Y1YRU6",39.952102661133,-75.118202209473,3,2,NA,NA,5,NA,2,0,0,0,0,2,NA,NA,NA,NA,1,0,5,5,0,0,0,1,1,1,7612426,NA,5,5,NA,2,0,2,1,5,1,5,0,5,1,2,NA,NA,NA,1,NA,1
"2018-03-31 17:51:54","2018-03-31 17:52:28","173.171.177.12",100,33,1,"2018-03-31 17:52:28","R_1gbDi41T8uOShyf",27.939193725586,-82.472297668457,3,4,NA,NA,4,NA,4,0,4,0,0,0,0,NA,NA,NA,NA,0,0,2,0,3,0,2,2,1,9157066,NA,4,2,NA,3,0,4,1,4,1,2,0,4,1,3,1,NA,NA,NA,NA,1
"2018-03-31 17:52:00","2018-03-31 17:53:22","173.88.117.174",100,82,1,"2018-03-31 17:53:23","R_2qrrJtn1tV4jflc",40.10710144043,-82.898101806641,3,4,3,NA,NA,3,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,0,2,4,0,0,2,1,1,7148980,4,NA,2,4,NA,1,4,0,3,1,2,1,4,0,3,NA,NA,NA,NA,1,1
"2018-03-31 17:50:57","2018-03-31 17:54:38","76.117.27.45",100,220,1,"2018-03-31 17:54:38","R_a2EPHNcvyQE7U77",39.391403198242,-74.518203735352,2,2,NA,NA,NA,3,1,0,0,5,0,0,NA,1,NA,NA,NA,0,2,0,4,0,1,3,1,1,6329849,NA,2,5,4,NA,0,1,1,2,1,5,1,4,0,3,NA,1,NA,NA,NA,1
"2018-03-31 17:52:44","2018-03-31 17:55:40","188.163.103.16",100,175,1,"2018-03-31 17:55:40","R_XBLP5TNaR671Hbz",47.99169921875,37.775894165039,3,2,3,NA,NA,NA,3,0,0,3,0,0,NA,0,NA,NA,NA,0,0,0,4,2,0,2,2,1,1389506,NA,NA,3,4,2,0,3,0,3,1,3,1,4,1,2,NA,0,NA,NA,NA,0
"2018-03-31 17:54:23","2018-03-31 17:55:57","104.139.49.1",100,94,1,"2018-03-31 17:55:57","R_1QuBxuGI3vERJp3",35.242904663086,-81.037300109863,2,3,4,5,NA,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,3,0,0,4,0,1,2,4,0,3717136,3,NA,NA,4,3,1,3,0,4,0,5,1,4,1,3,NA,NA,NA,1,NA,1
"2018-03-31 17:53:51","2018-03-31 17:56:15","72.222.156.11",100,143,1,"2018-03-31 17:56:15","R_3DYYsxHpXALHyal",33.609603881836,-112.37729644775,4,4,NA,2,NA,NA,4,0,0,0,4,0,NA,NA,0,NA,NA,0,2,0,0,3,1,1,1,1,978847,NA,2,NA,4,3,0,4,1,2,0,2,1,4,1,3,NA,NA,1,NA,NA,1
"2018-03-31 17:53:11","2018-03-31 17:56:34","107.133.174.6",100,203,1,"2018-03-31 17:56:35","R_e8TH5B6QglMKK2Z",42.503799438477,-83.476402282715,2,3,NA,NA,5,NA,3,0,3,0,0,0,1,NA,NA,NA,NA,0,0,3,0,3,1,4,2,0,3771800,NA,3,3,NA,3,0,3,1,3,1,3,0,5,1,3,0,NA,NA,NA,NA,0
"2018-03-31 17:50:17","2018-03-31 17:56:43","197.232.61.220",100,386,1,"2018-03-31 17:56:44","R_9HSje3ZXl6e12Hn",-1.2832946777344,36.816696166992,3,2,NA,5,NA,NA,3,0,0,0,0,2,NA,NA,NA,NA,1,0,5,0,5,0,0,2,2,1,5744996,NA,5,NA,5,2,0,3,1,5,0,5,1,5,1,2,NA,NA,NA,1,NA,1
"2018-03-31 17:55:19","2018-03-31 17:57:10","104.218.69.76",100,111,1,"2018-03-31 17:57:12","R_3NJN3rzT1IXvkWd",40.782501220703,-96.638999938965,2,3,3,4,NA,NA,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,0,0,4,4,1,3,2,0,5974707,3,NA,NA,4,4,1,3,0,3,0,4,1,4,1,4,NA,NA,NA,NA,1,1
"2018-03-31 17:51:50","2018-03-31 17:57:08","50.49.99.12",100,318,1,"2018-03-31 17:57:14","R_AGUODPdB2OFJCk9",43.149307250977,-77.508102416992,5,4,4,NA,NA,5,NA,0,0,0,4,0,NA,NA,1,NA,NA,5,0,4,0,0,0,1,1,1,1278840,5,NA,4,4,NA,1,5,0,4,1,4,1,4,0,5,NA,NA,0,NA,NA,0
"2018-03-31 17:55:31","2018-03-31 17:57:27","67.174.249.225",100,115,1,"2018-03-31 17:57:27","R_1qaXWyc7EPnmkIx",37.718597412109,-121.91639709473,3,4,2,4,NA,NA,NA,5,0,0,0,0,NA,NA,NA,1,NA,0,0,0,5,3,0,2,1,0,2014791,5,NA,NA,5,3,1,5,0,2,0,4,1,5,1,3,NA,NA,NA,NA,1,1
"2018-03-31 17:55:30","2018-03-31 17:58:00","107.141.79.199",100,150,1,"2018-03-31 17:58:02","R_2AFp3ozfTXknkjX",37.411499023438,-120.50389862061,3,3,4,4,NA,NA,NA,0,0,0,4,0,NA,NA,0,NA,NA,2,0,0,0,1,1,4,2,0,5427109,2,NA,NA,4,1,1,2,0,4,0,4,1,4,1,1,NA,NA,1,NA,NA,1
"2018-03-31 17:49:40","2018-03-31 17:58:50","47.20.255.50",100,549,1,"2018-03-31 17:58:50","R_V590EeeMKD03fLX",40.597503662109,-73.997901916504,3,4,NA,NA,4,NA,3,0,4,0,0,0,1,NA,NA,NA,NA,0,0,3,0,2,1,0,1,0,8099366,NA,4,3,NA,2,0,3,1,4,1,3,0,4,1,2,0,NA,NA,NA,NA,0
"2018-03-31 17:57:17","2018-03-31 17:59:06","98.254.68.95",100,109,1,"2018-03-31 17:59:07","R_2ZUlDfq85MRc6cQ",25.829803466797,-80.28630065918,4,3,4,3,NA,NA,NA,0,0,0,0,4,NA,NA,NA,NA,1,4,0,0,4,0,1,2,2,1,4868164,4,NA,NA,4,4,1,4,0,4,0,3,1,4,1,4,NA,NA,NA,1,NA,1
"2018-03-31 17:56:52","2018-03-31 17:59:10","98.226.254.105",100,138,1,"2018-03-31 17:59:11","R_3OfdqXsMLr4sOcl",41.748001098633,-87.712097167969,2,4,2,NA,4,NA,NA,0,0,2,0,0,NA,0,NA,NA,NA,3,0,0,0,1,1,2,1,0,8615738,3,NA,2,NA,1,1,3,0,2,1,2,0,4,1,1,NA,0,NA,NA,NA,0
"2018-03-31 17:56:15","2018-03-31 17:59:39","76.170.197.109",100,204,1,"2018-03-31 17:59:40","R_27xJOsVvLHJYEsj",33.816101074219,-117.97940063477,3,2,5,NA,NA,1,NA,0,0,0,5,0,NA,NA,0,NA,NA,2,0,4,0,0,1,2,3,0,4273783,2,NA,4,5,NA,1,2,0,5,1,4,1,5,0,1,NA,NA,1,NA,NA,1
"2018-03-31 17:52:30","2018-03-31 17:59:42","71.94.243.232",100,432,1,"2018-03-31 17:59:43","R_3qfhZFKXiuKTxHe",42.339294433594,-122.79869842529,4,3,NA,NA,NA,3,4,0,0,5,0,0,NA,0,NA,NA,NA,0,5,0,5,0,1,2,1,0,7573869,NA,5,5,5,NA,0,4,1,5,1,5,1,5,0,3,NA,0,NA,NA,NA,0
"2018-03-31 17:54:03","2018-03-31 17:59:56","162.203.129.80",100,353,1,"2018-03-31 17:59:56","R_1QlRFC4UF5zITp2",35.791198730469,-78.481101989746,3,2,4,NA,4,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,2,0,4,0,0,1,1,1,0,4146302,2,NA,4,NA,3,1,2,0,4,1,4,0,4,1,3,NA,NA,NA,1,NA,1
"2018-03-31 17:55:28","2018-03-31 18:00:03","96.248.99.151",100,274,1,"2018-03-31 18:00:04","R_bHiAk87fiYO1eU1",39.949996948242,-74.992897033691,3,4,NA,4,NA,1,NA,0,0,0,1,0,NA,NA,0,NA,NA,3,3,0,0,0,1,1,1,1,5404761,3,3,NA,1,NA,1,3,1,3,0,4,1,1,0,1,NA,NA,1,NA,NA,1
"2018-03-31 17:52:26","2018-03-31 18:00:08","47.192.4.72",100,461,1,"2018-03-31 18:00:09","R_2S8kt49EGNd9kiz",27.829895019531,-81.370796203613,3,4,4,5,NA,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,3,0,0,5,0,1,1,1,0,6089640,3,NA,NA,5,3,1,3,0,4,0,5,1,5,1,3,NA,NA,NA,1,NA,1
"2018-03-31 17:51:21","2018-03-31 18:00:27","47.214.195.85",100,546,1,"2018-03-31 18:00:28","R_1rxBFgwKDOOxKdM",34.643798828125,-92.978797912598,1,5,NA,NA,5,NA,5,0,0,4,0,0,NA,0,NA,NA,NA,0,2,0,0,2,1,1,1,1,6837250,NA,2,4,NA,2,0,5,1,2,1,4,0,5,1,2,NA,0,NA,NA,NA,0
"2018-03-31 17:57:10","2018-03-31 18:01:03","64.203.245.134",100,232,1,"2018-03-31 18:01:03","R_1CvaITNYUCgDnaN",32.438903808594,-80.746597290039,2,3,4,NA,2,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,2,0,4,0,0,0,2,4,0,5666676,2,NA,4,NA,3,1,2,0,4,1,4,0,2,1,3,NA,NA,NA,1,NA,1
"2018-03-31 17:57:35","2018-03-31 18:01:09","68.45.26.107",100,214,1,"2018-03-31 18:01:10","R_1Lv5r1tvLyLobW4",39.078994750977,-86.617500305176,2,2,NA,NA,5,NA,3,0,0,0,0,2,NA,NA,NA,NA,0,0,5,2,0,0,1,2,1,0,631013,NA,5,2,NA,2,0,3,1,5,1,2,0,5,1,2,NA,NA,NA,0,NA,0
"2018-03-31 18:01:34","2018-03-31 18:02:14","100.2.68.187",100,39,1,"2018-03-31 18:02:14","R_ZDaEpWp9hDRzlgl",40.639099121094,-73.898597717285,3,3,4,NA,NA,3,NA,0,0,0,3,0,NA,NA,1,NA,NA,3,0,3,0,0,1,2,1,1,7599307,3,NA,3,3,NA,1,3,0,4,1,3,1,3,0,3,NA,NA,0,NA,NA,0
"2018-03-31 17:59:47","2018-03-31 18:03:01","108.251.60.63",100,193,1,"2018-03-31 18:03:01","R_2fl2c4zqrRHbGv4",33.751602172852,-117.77159881592,1,3,2,NA,NA,1,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,0,4,5,0,1,2,1,0,3931558,4,NA,4,5,NA,1,4,0,2,1,4,1,5,0,1,NA,NA,NA,NA,1,1
"2018-03-31 17:56:07","2018-03-31 18:04:31","96.248.41.93",100,503,1,"2018-03-31 18:04:32","R_09gnM5Ittf52jF7",41.677001953125,-73.86190032959,4,4,2,NA,3,NA,NA,0,0,2,0,0,NA,1,NA,NA,NA,4,0,0,0,3,1,0,2,1,3306318,4,NA,2,NA,3,1,4,0,2,1,2,0,3,1,3,NA,1,NA,NA,NA,1
"2018-03-31 18:04:39","2018-03-31 18:06:55","73.74.239.237",100,136,1,"2018-03-31 18:06:56","R_31oM2nkKkMDomDI",41.758102416992,-88.021102905273,4,4,5,4,NA,NA,NA,5,0,0,0,0,NA,NA,NA,1,NA,0,0,0,5,4,0,2,1,1,8806024,5,NA,NA,5,4,1,5,0,5,0,4,1,5,1,4,NA,NA,NA,NA,1,1
"2018-03-31 17:43:45","2018-03-31 18:07:00","47.214.195.85",100,1394,1,"2018-03-31 18:07:00","R_2tziv1pScXO1gns",34.643798828125,-92.978797912598,1,5,NA,NA,5,NA,4,0,0,0,0,2,NA,NA,NA,NA,0,0,2,2,0,0,1,1,2,0,3855136,NA,2,2,NA,2,0,4,1,2,1,2,0,5,1,2,NA,NA,NA,0,NA,0
"2018-03-31 18:02:53","2018-03-31 18:07:28","49.151.183.84",100,274,1,"2018-03-31 18:07:28","R_1gGaCvemBfYgGI1",14.586502075195,121.037109375,3,4,2,NA,NA,1,NA,0,0,0,5,0,NA,NA,0,NA,NA,3,0,4,0,0,1,2,2,1,7969646,3,NA,4,5,NA,1,3,0,2,1,4,1,5,0,1,NA,NA,1,NA,NA,1
"2018-03-31 18:03:44","2018-03-31 18:07:41","108.71.39.166",100,237,1,"2018-03-31 18:07:42","R_1gdWu7Y3e0MRz4B",33.893707275391,-118.29930114746,2,3,3,NA,NA,NA,2,0,0,0,0,4,NA,NA,NA,NA,1,0,0,4,5,0,0,2,1,0,3487705,NA,NA,4,5,4,0,2,0,3,1,4,1,5,1,4,NA,NA,NA,1,NA,1
"2018-03-31 18:06:27","2018-03-31 18:09:08","173.164.41.161",100,161,1,"2018-03-31 18:09:09","R_9pFOfyEUNfs5OzD",39.327606201172,-104.81629943848,2,4,NA,2,3,NA,NA,0,2,0,0,0,0,NA,NA,NA,NA,4,0,0,0,1,0,2,2,1,8347114,4,2,NA,NA,1,1,4,1,2,0,2,0,3,1,1,1,NA,NA,NA,NA,1
"2018-03-31 17:59:10","2018-03-31 18:10:46","100.15.135.195",100,696,1,"2018-03-31 18:10:47","R_3nHqjV1pvXmJlaL",39.002700805664,-76.880699157715,1,4,NA,NA,NA,3,3,0,2,0,0,0,0,NA,NA,NA,NA,0,0,2,4,0,1,2,1,0,916194,NA,2,2,4,NA,0,3,1,2,1,2,1,4,0,3,1,NA,NA,NA,NA,1
"2018-03-31 18:12:08","2018-03-31 18:13:06","173.168.146.137",100,57,1,"2018-03-31 18:13:06","R_24pwVrIv6UwBm2r",27.736206054688,-82.669097900391,3,4,NA,5,NA,2,NA,0,4,0,0,0,1,NA,NA,NA,NA,2,0,0,4,0,0,3,1,1,8060832,2,4,NA,4,NA,1,2,1,4,0,5,1,4,0,2,0,NA,NA,NA,NA,0
"2018-03-31 18:10:18","2018-03-31 18:13:11","67.5.130.47",100,172,1,"2018-03-31 18:13:11","R_2zOQIPlPMaBKxGx",45.481796264648,-122.60049438477,3,2,3,NA,3,NA,NA,0,0,0,0,2,NA,NA,NA,NA,1,3,0,3,0,0,0,3,1,0,4368789,3,NA,3,NA,2,1,3,0,3,1,3,0,3,1,2,NA,NA,NA,1,NA,1
"2018-03-31 18:17:50","2018-03-31 18:19:01","97.84.237.77",100,70,1,"2018-03-31 18:19:01","R_3PFPYBZXRXfVT7t",42.942504882812,-83.827102661133,2,3,4,NA,NA,2,NA,0,0,4,0,0,NA,1,NA,NA,NA,4,0,0,5,0,1,1,1,0,7838605,4,NA,4,5,NA,1,4,0,4,1,4,1,5,0,2,NA,1,NA,NA,NA,1
"2018-03-31 21:58:08","2018-03-31 22:01:32","204.210.198.98",100,203,1,"2018-03-31 22:01:33","R_b1weSRC81F2HrW1",41.258697509766,-80.829803466797,3,5,NA,NA,3,4,NA,5,0,0,0,0,NA,NA,NA,1,NA,0,2,2,0,0,0,2,1,1,5373659,5,2,2,NA,NA,1,5,1,2,1,2,0,3,0,4,NA,NA,NA,NA,1,1
"2018-03-31 22:01:06","2018-03-31 22:01:48","174.212.7.159",100,41,1,"2018-03-31 22:01:48","R_3ekx339bDlMAdcQ",33.922393798828,-117.24760437012,4,4,NA,NA,4,4,NA,0,0,3,0,0,NA,1,NA,NA,NA,4,3,0,0,0,0,2,2,0,7260117,4,3,3,NA,NA,1,4,1,3,1,3,0,4,0,4,NA,1,NA,NA,NA,1
"2018-03-31 21:59:21","2018-03-31 22:02:55","69.176.10.103",100,213,1,"2018-03-31 22:02:55","R_2Xcxz11oo6C4wmV",37.31689453125,-82.639602661133,4,4,NA,NA,5,4,NA,1,0,0,0,0,NA,NA,NA,1,NA,0,3,5,0,0,1,1,1,0,7887398,1,3,5,NA,NA,1,1,1,3,1,5,0,5,0,4,NA,NA,NA,NA,1,1
"2018-03-31 22:00:07","2018-03-31 22:03:02","142.196.200.218",100,175,1,"2018-03-31 22:03:02","R_2uW0NBetVmOryKC",29.570602416992,-81.217498779297,3,4,5,NA,5,NA,NA,0,0,0,0,2,NA,NA,NA,NA,0,4,0,3,0,0,0,1,1,1,7904126,4,NA,3,NA,2,1,4,0,5,1,3,0,5,1,2,NA,NA,NA,0,NA,0
"2018-03-31 22:02:18","2018-03-31 22:03:45","72.94.223.57",100,87,1,"2018-03-31 22:03:45","R_2dXFaja7bxgIHsM",40.641494750977,-75.227600097656,3,3,NA,NA,3,3,NA,0,0,4,0,0,NA,1,NA,NA,NA,3,4,0,0,0,1,4,2,0,194188,3,4,4,NA,NA,1,3,1,4,1,4,0,3,0,3,NA,1,NA,NA,NA,1
"2018-03-31 22:02:22","2018-03-31 22:04:08","65.96.231.40",100,105,1,"2018-03-31 22:04:09","R_2S2cawJtDRQ7h05",42.654098510742,-71.921997070312,4,4,2,3,NA,NA,NA,0,0,0,0,4,NA,NA,NA,NA,1,4,0,0,5,0,1,2,1,1,3875201,4,NA,NA,5,4,1,4,0,2,0,3,1,5,1,4,NA,NA,NA,1,NA,1
"2018-03-31 22:03:00","2018-03-31 22:05:14","209.131.231.158",100,133,1,"2018-03-31 22:05:14","R_Osf37MHFLmKaOv7",44.047897338867,-93.225997924805,2,3,1,NA,1,NA,NA,0,0,0,0,2,NA,NA,NA,NA,1,3,0,4,0,0,0,1,2,0,7818534,3,NA,4,NA,2,1,3,0,1,1,4,0,1,1,2,NA,NA,NA,1,NA,1
"2018-03-31 22:03:57","2018-03-31 22:05:46","75.180.236.161",100,108,1,"2018-03-31 22:05:46","R_3CGWuvH3AHkskhr",34.738006591797,-77.080299377441,1,4,NA,3,NA,NA,4,0,2,0,0,0,1,NA,NA,NA,NA,0,0,0,3,3,1,1,1,0,608482,NA,2,NA,3,3,0,4,1,2,0,3,1,3,1,3,0,NA,NA,NA,NA,0
"2018-03-31 22:03:14","2018-03-31 22:05:48","73.251.140.134",100,154,1,"2018-03-31 22:05:49","R_cvdw6orkekYxsWJ",39.045700073242,-78.227600097656,4,2,5,NA,4,NA,NA,1,0,0,0,0,NA,NA,NA,1,NA,0,0,5,0,4,1,3,2,0,2642021,1,NA,5,NA,4,1,1,0,5,1,5,0,4,1,4,NA,NA,NA,NA,1,1
"2018-03-31 22:02:20","2018-03-31 22:05:53","97.106.139.53",100,212,1,"2018-03-31 22:05:53","R_31WYkoc89n6zVtc",28.028793334961,-82.768898010254,2,3,NA,NA,NA,2,3,0,0,2,0,0,NA,1,NA,NA,NA,0,3,0,3,0,0,2,2,0,1919395,NA,3,2,3,NA,0,3,1,3,1,2,1,3,0,2,NA,1,NA,NA,NA,1
"2018-03-31 22:03:15","2018-03-31 22:05:54","74.139.230.218",100,159,1,"2018-03-31 22:05:55","R_2QQfeVtRdvpOkmy",38.270599365234,-85.62370300293,2,3,3,NA,NA,3,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,0,3,4,0,1,3,2,0,760203,3,NA,3,4,NA,1,3,0,3,1,3,1,4,0,3,NA,NA,NA,NA,1,1
"2018-03-31 22:05:58","2018-03-31 22:06:53","174.68.70.122",100,54,1,"2018-03-31 22:06:53","R_2Eu6yGA7vIK5GYf",32.755493164062,-117.07009887695,3,2,3,NA,2,NA,NA,2,0,0,0,0,NA,NA,NA,0,NA,0,0,3,0,2,1,2,2,0,3190980,2,NA,3,NA,2,1,2,0,3,1,3,0,2,1,2,NA,NA,NA,NA,0,0
"2018-03-31 22:06:26","2018-03-31 22:07:40","73.161.2.56",100,73,1,"2018-03-31 22:07:40","R_1InOgKzYLFf2iVF",43.794403076172,-83.002502441406,3,3,NA,NA,3,NA,4,0,0,0,0,4,NA,NA,NA,NA,0,0,3,3,0,0,0,1,1,1,2134424,NA,3,3,NA,4,0,4,1,3,1,3,0,3,1,4,NA,NA,NA,0,NA,0
"2018-03-31 22:07:36","2018-03-31 22:08:10","174.255.193.254",100,34,1,"2018-03-31 22:08:11","R_1oaLm4OTEGV6dFT",33.520706176758,-86.80249786377,5,5,NA,NA,5,5,NA,0,0,5,0,0,NA,1,NA,NA,NA,5,4,0,0,0,0,2,1,1,1554043,5,4,5,NA,NA,1,5,1,4,1,5,0,5,0,5,NA,1,NA,NA,NA,1
"2018-03-31 22:06:20","2018-03-31 22:08:54","124.121.18.175",100,154,1,"2018-03-31 22:08:55","R_blKoWWLWenXWyCB",13.683303833008,100.5,3,5,NA,1,5,NA,NA,5,0,0,0,0,NA,NA,NA,1,NA,0,1,0,0,1,0,3,3,1,6967107,5,1,NA,NA,1,1,5,1,1,0,1,0,5,1,1,NA,NA,NA,NA,1,1
"2018-03-31 22:02:32","2018-03-31 22:09:00","198.255.134.193",100,387,1,"2018-03-31 22:09:01","R_1GNCckbfDyruItf",42.179397583008,-75.949096679688,4,3,NA,4,4,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,2,4,0,0,0,0,2,2,0,6261216,2,4,NA,NA,3,1,2,1,4,0,4,0,4,1,3,NA,NA,NA,1,NA,1
"2018-03-31 22:06:10","2018-03-31 22:10:08","98.4.118.0",100,237,1,"2018-03-31 22:10:08","R_2dzLulL2jTF9nLz",43.127105712891,-79.021202087402,3,2,NA,4,NA,3,NA,0,0,0,4,0,NA,NA,0,NA,NA,3,3,0,0,0,1,1,3,1,3284859,3,3,NA,4,NA,1,3,1,3,0,4,1,4,0,3,NA,NA,1,NA,NA,1
"2018-03-31 22:10:55","2018-03-31 22:12:41","73.78.163.17",100,105,1,"2018-03-31 22:12:41","R_9smZvvvJziiplYJ",39.660293579102,-104.76809692383,4,5,1,NA,NA,NA,5,0,0,0,0,3,NA,NA,NA,NA,1,0,0,1,1,0,0,3,1,1,5074053,NA,NA,1,1,3,0,5,0,1,1,1,1,1,1,3,NA,NA,NA,1,NA,1
"2018-03-31 22:13:49","2018-03-31 22:15:46","49.145.9.22",100,117,1,"2018-03-31 22:15:47","R_3PHoFrvA2M0AwzY",13.939407348633,121.17388916016,3,1,5,NA,NA,1,NA,1,0,0,0,0,NA,NA,NA,1,NA,0,0,5,5,0,1,0,3,0,7886004,1,NA,5,5,NA,1,1,0,5,1,5,1,5,0,1,NA,NA,NA,NA,1,1
