"ResponseId","mTurkCode","IPAddress","LocationLatitude","LocationLongitude","StartDate","EndDate","duration_seconds","gender","education_level","house_income","AI_educated","AI_attitude","learn_anything","assignment_undesirable","assignment_jobs","assignment_oversight","assignment_recommender","assignment_beneficial","score_undesirable","score_jobs","score_oversight","score_recommender","score_beneficial","control_undesirable","control_jobs","control_oversight","control_recommender","control_beneficial","treat_undesirable","treat_jobs","treat_oversight","treat_recommender","treat_beneficial","attention_question_code","attention_question","attention_correct"
"R_1o6VdiRB0eKUhT7",3569772,"189.216.104.5",19.434204101562,-99.138603210449,"2018-03-31 22:17:16","2018-03-31 22:19:01",104,1,4,1,2,2,0,0,0,1,1,1,4,4,2,2,2,4,4,NA,NA,NA,NA,NA,2,2,2,4,"recommender",0
"R_2zupvBJXka0C23v",839362,"73.217.134.109",32.672500610352,-80.09700012207,"2018-03-31 22:40:00","2018-03-31 22:41:04",63,1,3,2,5,4,1,1,0,1,0,1,3,4,4,4,4,NA,4,NA,4,NA,3,NA,4,NA,4,3,"oversight",0
"R_3oO3yliMYSUrJGg",844655,"207.255.136.11",41.908798217773,-78.706298828125,"2018-03-31 22:34:52","2018-03-31 22:43:05",493,0,1,1,3,4,1,1,0,0,1,1,3,5,4,4,3,NA,5,4,NA,NA,3,NA,NA,4,3,1,"undesirable",1
"R_2Cd3kWbxlZY1vbA",2244177,"72.160.90.202",47.364807128906,-122.60479736328,"2018-03-31 22:44:02","2018-03-31 22:46:13",130,1,1,2,2,NA,1,1,1,1,0,0,4,5,4,2,1,NA,NA,NA,2,1,4,5,4,NA,NA,3,"oversight",1
"R_2bPiStfOv5vxv3T",3851183,"172.58.168.254",30.218704223633,-81.753997802734,"2018-04-01 10:31:48","2018-04-01 10:32:45",56,1,1,1,4,5,0,0,1,0,1,1,4,4,4,4,4,4,NA,4,NA,NA,NA,4,NA,4,4,4,"recommender",1
"R_3kLLblLLH05MmcZ",6577266,"73.85.202.246",25.78889465332,-80.296203613281,"2018-04-01 10:30:48","2018-04-01 10:33:50",181,1,2,1,5,2,0,0,1,1,1,0,4,5,5,2,3,4,NA,NA,NA,3,NA,5,5,2,NA,2,"jobs",1
"R_xxb5Y3ZH7duixVv",1938556,"174.63.180.73",28.534103393555,-81.164703369141,"2018-04-01 10:33:08","2018-04-01 10:34:06",57,1,1,1,5,5,1,1,1,1,0,0,3,4,4,3,2,NA,NA,NA,3,2,3,4,4,NA,NA,0,"0",NA
"R_322SNLrq8lzonn9",2563373,"24.131.58.195",33.375793457031,-84.465698242188,"2018-04-01 10:33:22","2018-04-01 10:36:06",164,1,1,2,3,3,0,1,1,0,0,1,4,5,2,3,3,NA,NA,2,3,NA,4,5,NA,NA,3,5,"beneficial",1
"R_0UPM4ar2DRuN4o9",3192055,"24.251.35.40",33.491195678711,-111.92369842529,"2018-04-01 10:35:02","2018-04-01 10:38:39",216,1,2,2,2,4,1,1,0,0,1,1,2,5,2,2,4,NA,5,2,NA,NA,2,NA,NA,2,4,1,"undesirable",1
"R_2V3L7t5Vnr1so9x",8260444,"107.12.142.48",34.798400878906,-77.359199523926,"2018-04-01 11:25:32","2018-04-01 11:27:31",119,0,3,1,2,3,1,1,0,0,1,1,2,4,2,4,3,NA,4,2,NA,NA,2,NA,NA,4,3,1,"undesirable",0
"R_5aLLbj66MvkCrnP",6562934,"76.106.231.79",30.167205810547,-81.771499633789,"2018-04-01 11:23:27","2018-04-01 11:29:31",363,0,2,1,1,3,1,0,0,1,1,1,4,2,5,4,4,4,2,NA,NA,NA,NA,NA,5,4,4,4,"recommender",0
"R_1EgkSbXPnIVk7cb",1591249,"74.104.131.189",42.054306030273,-71.37149810791,"2018-04-01 11:27:16","2018-04-01 11:29:48",151,1,2,2,3,2,1,0,1,1,0,1,4,4,4,3,2,4,NA,NA,3,NA,NA,4,4,NA,2,5,"beneficial",1
"R_PO1K6JPPTQm6zbX",3357163,"69.18.224.107",39.027893066406,-97.221298217773,"2018-04-01 11:28:17","2018-04-01 11:33:03",285,0,1,1,2,4,0,1,0,0,1,1,4,4,4,3,3,NA,4,4,NA,NA,4,NA,NA,3,3,1,"undesirable",1
"R_erf2i8UexEcsqMV",6039302,"76.168.192.5",34.043792724609,-118.18740081787,"2018-04-01 11:33:34","2018-04-01 11:35:42",128,1,2,2,2,2,1,0,1,1,1,0,2,1,1,2,2,2,NA,NA,NA,2,NA,1,1,2,NA,2,"jobs",0
"R_1onbrH2sV4IA2Rd",6889713,"23.242.90.110",34.011901855469,-118.46820068359,"2018-04-01 11:40:58","2018-04-01 11:43:54",175,1,1,1,3,2,1,1,0,1,0,1,5,5,5,5,1,NA,5,NA,5,NA,5,NA,5,NA,1,5,"beneficial",1
"R_bwJata5fokZDmuJ",7213557,"71.89.56.194",45.003295898438,-89.725601196289,"2018-04-01 11:42:03","2018-04-01 11:44:41",158,0,1,1,1,1,1,1,0,1,1,0,4,4,3,1,1,NA,4,NA,NA,1,4,NA,3,1,NA,3,"oversight",1
"R_3JbmjYnjUKmmmfQ",5282946,"73.5.106.65",35.079406738281,-89.843002319336,"2018-04-01 11:40:57","2018-04-01 11:45:03",246,1,2,1,1,4,1,1,0,1,0,1,2,2,5,2,4,NA,2,NA,2,NA,2,NA,5,NA,4,5,"beneficial",1
"R_AB5g3bzNmYdLYHL",3421570,"100.16.46.122",39.538192749023,-76.351898193359,"2018-04-01 11:45:38","2018-04-01 11:47:53",134,1,2,1,2,4,0,1,0,1,1,0,2,2,1,3,4,NA,2,NA,NA,4,2,NA,1,3,NA,4,"recommender",0
"R_1C3KoF6JSXZExXb",6859545,"73.178.105.168",40.784301757812,-74.805999755859,"2018-04-01 11:45:46","2018-04-01 11:49:37",230,0,2,2,3,4,0,0,1,0,1,1,2,4,4,3,3,2,NA,4,NA,NA,NA,4,NA,3,3,4,"recommender",0
"R_2uPRQjzcRWFyw1T",6120146,"45.242.11.158",31.215606689453,29.955307006836,"2018-04-01 11:54:50","2018-04-01 11:59:53",303,0,2,1,4,4,0,1,1,0,1,0,2,4,3,2,4,NA,NA,3,NA,4,2,4,NA,2,NA,1,"undesirable",1
"R_3RvBXpUvZAO8wT7",280407,"73.247.223.132",41.522903442383,-87.418296813965,"2018-04-01 12:03:31","2018-04-01 12:07:32",241,1,2,1,2,3,1,1,0,1,1,0,2,3,4,3,4,NA,3,NA,NA,4,2,NA,4,3,NA,3,"oversight",1
"R_V3VmkZ5TMSHcsbT",4698391,"67.10.52.16",25.975997924805,-97.541999816895,"2018-04-01 12:05:30","2018-04-01 12:09:02",212,0,2,2,2,3,1,0,0,1,1,1,4,5,5,4,3,4,5,NA,NA,NA,NA,NA,5,4,3,5,"beneficial",1
"R_12SEP013bDST0a9",3024912,"75.70.119.215",38.852096557617,-104.77770233154,"2018-04-01 12:08:38","2018-04-01 12:12:07",209,1,1,2,1,2,1,0,1,1,0,1,3,4,5,3,3,3,NA,NA,3,NA,NA,4,5,NA,3,5,"beneficial",1
"R_2EbKff7ngmcZUEY",3426544,"75.174.107.222",43.660400390625,-116.63830566406,"2018-04-01 12:10:43","2018-04-01 12:13:10",147,0,1,1,2,3,0,1,1,0,0,1,2,2,4,1,3,NA,NA,4,1,NA,2,2,NA,NA,3,2,"jobs",1
"R_3GkQGl7l7XEfi5v",4200554,"68.202.82.185",28.389892578125,-81.436599731445,"2018-04-01 12:11:32","2018-04-01 12:14:20",167,1,2,3,3,3,1,1,0,1,0,1,3,2,3,2,3,NA,2,NA,2,NA,3,NA,3,NA,3,1,"undesirable",1
"R_1mq34YY22vkA8Zp",246252,"75.90.234.196",38.479507446289,-82.660202026367,"2018-04-01 12:11:10","2018-04-01 12:14:30",199,1,4,2,3,4,1,1,1,0,0,1,3,4,5,3,3,NA,NA,5,3,NA,3,4,NA,NA,3,2,"jobs",1
"R_CkkYbqCXYNR2zpD",8895590,"108.46.62.239",40.780899047852,-73.778999328613,"2018-04-01 12:16:27","2018-04-01 12:17:29",62,1,2,2,2,3,0,0,1,1,1,0,2,4,3,2,3,2,NA,NA,NA,3,NA,4,3,2,NA,2,"jobs",0
"R_2vhIMmjj08R0Hax",6015592,"103.255.6.79",33.695693969727,73.011306762695,"2018-04-01 12:19:02","2018-04-01 12:19:46",44,1,2,2,4,4,1,1,1,1,0,0,4,4,4,4,4,NA,NA,NA,4,4,4,4,4,NA,NA,2,"jobs",1
"R_Wc9yASigxOZ0gX7",762566,"67.249.139.87",42.407196044922,-76.515899658203,"2018-04-01 12:14:58","2018-04-01 12:20:29",330,0,4,1,2,3,0,0,1,0,1,1,2,2,3,2,4,2,NA,3,NA,NA,NA,2,NA,2,4,2,"jobs",1
"R_2UbHaZhw5Hsm2nJ",1651883,"74.108.140.229",41.005706787109,-73.743698120117,"2018-04-01 12:15:37","2018-04-01 12:20:30",292,0,1,1,2,4,0,1,1,0,1,0,2,2,2,2,5,NA,NA,2,NA,5,2,2,NA,2,NA,1,"undesirable",1
"R_2QflDGvxygFwf7o",8099314,"99.61.29.154",29.503997802734,-98.668197631836,"2018-04-01 12:20:48","2018-04-01 12:24:20",212,1,1,2,3,3,1,0,1,0,1,1,4,2,4,3,4,4,NA,4,NA,NA,NA,2,NA,3,4,4,"recommender",1
"R_22lwGSvXuCZVoIZ",2402605,"73.195.45.212",39.95719909668,-74.916198730469,"2018-04-01 12:22:44","2018-04-01 12:25:27",163,1,2,4,2,2,1,1,0,0,1,1,5,4,5,3,3,NA,4,5,NA,NA,5,NA,NA,3,3,4,"recommender",1
"R_UlvC8pHRXhmXcY1",9242515,"24.129.99.162",30.353302001953,-81.499000549316,"2018-04-01 12:26:35","2018-04-01 12:29:36",180,1,1,1,3,3,0,0,1,1,1,0,1,1,1,2,3,1,NA,NA,NA,3,NA,1,1,2,NA,4,"recommender",0
"R_57GcCp29wW1Zp6x",7627659,"98.30.240.149",39.336700439453,-84.549598693848,"2018-04-01 12:28:18","2018-04-01 12:29:55",97,1,3,3,3,2,0,1,1,0,0,1,4,3,4,3,3,NA,NA,4,3,NA,4,3,NA,NA,3,2,"jobs",1
"R_2aKRiDXwZNQWohJ",7935573,"67.252.88.96",42.12190246582,-76.869697570801,"2018-04-01 12:29:52","2018-04-01 12:31:22",89,0,2,2,2,4,1,0,0,1,1,1,2,2,4,2,5,2,2,NA,NA,NA,NA,NA,4,2,5,3,"oversight",1
"R_2ToUSsdeYcflFUd",6687743,"71.203.215.69",36.178207397461,-86.609802246094,"2018-04-01 12:32:10","2018-04-01 12:34:15",124,0,3,2,3,4,1,1,1,0,0,1,2,2,4,2,3,NA,NA,4,2,NA,2,2,NA,NA,3,5,"beneficial",1
"R_3qEFBQ5po9v461N",6385252,"65.190.209.139",34.684906005859,-78.543502807617,"2018-04-01 12:31:39","2018-04-01 12:36:03",263,1,1,1,2,5,1,1,0,0,1,1,1,3,2,2,5,NA,3,2,NA,NA,1,NA,NA,2,5,4,"recommender",0
"R_8j2F2F7jCz7USOt",3274905,"99.203.21.92",35.746307373047,-78.723899841309,"2018-04-01 12:37:27","2018-04-01 12:40:16",168,1,1,1,3,3,1,0,1,1,0,1,4,5,4,2,2,4,NA,NA,2,NA,NA,5,4,NA,2,2,"jobs",0
"R_2uZCgjV7GuYZjqM",504782,"68.115.100.65",44.130798339844,-94,"2018-04-01 12:37:51","2018-04-01 12:40:16",145,0,4,1,3,4,1,0,1,1,1,0,3,3,4,2,4,3,NA,NA,NA,4,NA,3,4,2,NA,2,"jobs",1
"R_3qsz8zNx71X2el4",7622694,"70.161.95.15",36.812393188477,-76.237602233887,"2018-04-01 12:37:05","2018-04-01 12:40:52",227,1,4,1,3,4,0,1,1,0,0,1,4,5,5,3,3,NA,NA,5,3,NA,4,5,NA,NA,3,5,"beneficial",1
"R_2PoNir9a2ln9Jyh",4925991,"75.66.114.253",35.029006958008,-89.782203674316,"2018-04-01 12:40:37","2018-04-01 12:41:23",45,1,4,2,5,5,1,1,0,1,1,0,5,5,5,5,5,NA,5,NA,NA,5,5,NA,5,5,NA,4,"recommender",1
"R_1eWZjB88zRQv4GQ",5695660,"24.177.75.221",35.64729309082,-82.551200866699,"2018-04-01 12:37:17","2018-04-01 12:43:30",373,0,4,1,3,3,0,1,0,1,1,0,2,2,2,4,3,NA,2,NA,NA,3,2,NA,2,4,NA,3,"oversight",1
"R_1pAnSgSd45VIlNi",5294833,"80.47.140.117",54.945007324219,-1.6174926757812,"2018-04-01 12:44:21","2018-04-01 12:46:26",125,1,2,1,3,4,1,0,1,1,0,1,3,2,4,2,3,3,NA,NA,2,NA,NA,2,4,NA,3,3,"oversight",1
"R_1kTuU4k7H8wYORs",4186995,"47.49.66.250",45.488403320312,-94.232398986816,"2018-04-01 12:50:50","2018-04-01 12:53:29",158,1,2,2,2,4,1,0,1,1,1,0,2,3,3,4,4,2,NA,NA,NA,4,NA,3,3,4,NA,4,"recommender",0
"R_2dhzjW45i17rG56",244025,"65.24.79.170",41.458297729492,-83.364799499512,"2018-04-01 12:49:29","2018-04-01 12:54:58",328,1,2,1,2,2,1,1,0,1,0,1,4,3,4,1,3,NA,3,NA,1,NA,4,NA,4,NA,3,5,"beneficial",1
"R_2Vq1HVNMlRpE1Tm",3690621,"185.97.92.125",33.87190246582,35.509704589844,"2018-04-01 12:53:51","2018-04-01 12:56:05",133,0,0,1,2,4,1,1,1,1,0,0,1,2,3,4,3,NA,NA,NA,4,3,1,2,3,NA,NA,1,"undesirable",1
"R_12LQVlpQw6cgsTq",4530740,"75.15.163.114",36.182403564453,-79.806701660156,"2018-04-01 12:49:44","2018-04-01 12:56:18",394,1,4,3,3,3,0,0,0,1,1,1,4,5,5,2,4,4,5,NA,NA,NA,NA,NA,5,2,4,5,"beneficial",1
"R_31XxwA4YxGHOvTj",6346314,"172.58.136.253",41.832107543945,-87.789703369141,"2018-04-01 12:54:58","2018-04-01 12:57:47",168,0,2,2,1,3,1,1,0,1,0,1,1,2,5,3,3,NA,2,NA,3,NA,1,NA,5,NA,3,1,"undesirable",1
"R_12oodRO9nzr3CCw",5356851,"71.10.134.30",43.454696655273,-86.34529876709,"2018-04-01 12:58:47","2018-04-01 13:03:40",293,0,2,1,2,4,1,1,0,1,0,1,2,3,5,3,4,NA,3,NA,3,NA,2,NA,5,NA,4,1,"undesirable",0
"R_2DYa1B7vpgEEkd7",5796333,"174.22.188.121",38.852096557617,-104.77770233154,"2018-04-01 13:07:15","2018-04-01 13:09:28",133,1,4,1,1,2,0,1,1,1,0,0,5,3,5,1,1,NA,NA,NA,1,1,5,3,5,NA,NA,3,"oversight",1
"R_0In5Oc0nezERPut",4567239,"74.103.175.21",40.124603271484,-75.538497924805,"2018-04-01 13:11:00","2018-04-01 13:13:15",135,0,4,2,3,3,0,1,1,0,0,1,3,2,4,2,4,NA,NA,4,2,NA,3,2,NA,NA,4,1,"undesirable",0
"R_290ypfUbbYFPWoK",7362919,"67.240.134.184",42.989807128906,-78.222099304199,"2018-04-01 13:12:39","2018-04-01 13:15:42",182,1,1,2,1,1,0,1,1,1,0,0,3,4,5,1,1,NA,NA,NA,1,1,3,4,5,NA,NA,2,"jobs",0
"R_1ddi5fpifJ9m2ZP",2610477,"69.132.186.169",35.18620300293,-80.747901916504,"2018-04-01 13:13:03","2018-04-01 13:16:17",193,1,1,2,2,2,1,1,0,1,1,0,3,4,5,2,3,NA,4,NA,NA,3,3,NA,5,2,NA,3,"oversight",1
"R_b7WySM0qBS7MRFL",4797809,"76.190.242.149",41.231399536133,-80.756698608398,"2018-04-01 13:23:21","2018-04-01 13:24:29",68,1,1,1,3,3,1,0,1,0,1,1,4,5,4,2,3,4,NA,4,NA,NA,NA,5,NA,2,3,4,"recommender",0
"R_1rv4N3yaTOEUW2Y",5851044,"108.227.104.140",33.899703979492,-87.171997070312,"2018-04-01 13:29:35","2018-04-01 13:32:59",204,0,1,2,3,3,0,1,1,0,1,0,3,5,5,1,3,NA,NA,5,NA,3,3,5,NA,1,NA,2,"jobs",1
"R_3meHkdF9VM5DP0a",9709009,"97.92.101.49",40.541198730469,-119.58689880371,"2018-04-01 13:31:54","2018-04-01 13:33:35",101,0,2,2,2,4,1,1,0,0,1,1,1,2,4,4,4,NA,2,4,NA,NA,1,NA,NA,4,4,4,"recommender",0
"R_1IXydpi7sZXoZW0",9401536,"74.136.34.54",37.988693237305,-84.477699279785,"2018-04-01 13:33:14","2018-04-01 13:34:38",83,1,2,1,4,3,1,1,1,0,1,0,3,4,3,4,3,NA,NA,3,NA,3,3,4,NA,4,NA,2,"jobs",1
"R_210nDsgjTgQSxDq",1545289,"172.56.23.93",42.322692871094,-71.084701538086,"2018-04-01 13:34:48","2018-04-01 13:35:45",56,1,4,2,3,3,0,0,1,0,1,1,2,3,3,3,4,2,NA,3,NA,NA,NA,3,NA,3,4,2,"jobs",0
"R_2pKpsT4G2vPMCZ0",8199060,"72.202.201.65",35.954299926758,-93.979499816895,"2018-04-01 13:43:42","2018-04-01 13:45:36",114,0,4,1,2,2,1,1,0,1,1,0,5,5,5,5,3,NA,5,NA,NA,3,5,NA,5,5,NA,1,"undesirable",0
"R_3qNJVTsuLylevdo",5430486,"108.70.128.225",35.646102905273,-78.5791015625,"2018-04-01 13:41:12","2018-04-01 13:46:18",306,1,2,2,3,2,1,0,1,1,1,0,5,5,5,1,2,5,NA,NA,NA,2,NA,5,5,1,NA,4,"recommender",1
"R_3MEvtmZXi896CZ1",5057126,"172.116.28.59",33.838592529297,-117.20320129395,"2018-04-01 13:44:45","2018-04-01 13:48:40",234,0,1,2,2,3,0,0,1,1,1,0,3,3,3,4,4,3,NA,NA,NA,4,NA,3,3,4,NA,3,"oversight",0
"R_3OkaN9jv7tPUDnd",3598825,"98.222.12.161",39.772003173828,-89.685897827148,"2018-04-01 13:51:06","2018-04-01 13:53:18",132,0,1,1,3,3,1,1,1,0,0,1,3,4,5,1,3,NA,NA,5,1,NA,3,4,NA,NA,3,5,"beneficial",1
"R_32Lp1zVXOiB2KtX",8350051,"99.110.6.248",41.692504882812,-86.144798278809,"2018-04-01 13:53:11","2018-04-01 13:57:37",266,0,2,1,1,4,0,0,1,1,1,0,3,2,1,3,4,3,NA,NA,NA,4,NA,2,1,3,NA,4,"recommender",0
"R_1kIiS1c8m5rOjMd",1319629,"76.183.187.227",33.176895141602,-96.698501586914,"2018-04-01 13:57:34","2018-04-01 14:00:06",151,0,2,2,2,3,1,1,0,1,0,1,3,4,5,2,2,NA,4,NA,2,NA,3,NA,5,NA,2,3,"oversight",1
"R_xDbqsj2qqa4e2WZ",9243073,"172.58.172.200",28.538299560547,-81.379203796387,"2018-04-01 13:58:02","2018-04-01 14:00:29",147,0,2,1,3,3,0,0,1,1,0,1,1,3,3,3,4,1,NA,NA,3,NA,NA,3,3,NA,4,2,"jobs",0
"R_3nIpCEvHYLwFUn6",8904281,"67.143.129.43",39.768402099609,-86.157997131348,"2018-04-01 13:55:10","2018-04-01 14:01:00",349,1,1,1,3,4,1,0,1,1,1,0,2,3,4,2,4,2,NA,NA,NA,4,NA,3,4,2,NA,3,"oversight",1
"R_1Dqnp8nKBF8P78L",6261299,"68.40.38.242",42.219604492188,-83.604598999023,"2018-04-01 14:05:03","2018-04-01 14:07:54",170,0,2,3,3,3,0,1,1,1,0,0,2,3,4,2,3,NA,NA,NA,2,3,2,3,4,NA,NA,3,"oversight",1
"R_3luI5uN3Fdavjtp",3935222,"69.59.72.119",37.403305053711,-119.61380004883,"2018-04-01 14:07:25","2018-04-01 14:10:08",163,0,1,1,1,2,1,0,1,0,1,1,4,3,5,3,3,4,NA,5,NA,NA,NA,3,NA,3,3,2,"jobs",0
"R_2EzoBfbo1hSDdY5",607314,"216.41.249.217",36.540603637695,-82.17569732666,"2018-04-01 14:10:21","2018-04-01 14:14:21",240,0,1,2,4,3,1,1,1,1,0,0,4,4,5,2,2,NA,NA,NA,2,2,4,4,5,NA,NA,1,"undesirable",1
"R_9AYOukPR6ZyNBQZ",7590447,"72.199.147.160",32.84049987793,-116.87969970703,"2018-04-01 14:20:22","2018-04-01 14:22:50",147,1,2,1,3,4,1,1,0,0,1,1,5,5,5,3,2,NA,5,5,NA,NA,5,NA,NA,3,2,4,"recommender",0
"R_1OZzItMbDD8Bvdi",7633887,"174.224.132.233",37.751007080078,-97.821998596191,"2018-04-01 14:22:19","2018-04-01 14:24:25",126,1,2,2,4,5,1,1,1,0,1,0,4,5,5,5,4,NA,NA,5,NA,4,4,5,NA,5,NA,2,"jobs",1
"R_1IRh1Xasa1BtcMU",6961705,"24.13.239.226",42.240005493164,-87.871696472168,"2018-04-01 14:29:11","2018-04-01 14:31:36",144,1,4,4,3,4,0,1,1,1,0,0,2,5,4,1,2,NA,NA,NA,1,2,2,5,4,NA,NA,2,"jobs",1
"R_3fMDfcb2pTYb15V",4028200,"98.219.165.145",39.64079284668,-78.968002319336,"2018-04-01 14:29:20","2018-04-01 14:32:16",176,0,2,1,2,4,1,1,1,1,0,0,2,1,4,3,5,NA,NA,NA,3,5,2,1,4,NA,NA,3,"oversight",1
"R_3RlSAcyDzRbcd7z",6715681,"173.2.117.250",41.187896728516,-73.831497192383,"2018-04-01 14:40:13","2018-04-01 14:42:41",147,1,3,2,1,2,1,0,1,1,0,1,4,5,5,1,2,4,NA,NA,1,NA,NA,5,5,NA,2,5,"beneficial",1
"R_pguVXTEberJY3fz",1455897,"71.198.96.153",38.005096435547,-121.83869934082,"2018-04-01 14:41:28","2018-04-01 14:44:57",209,1,1,1,3,3,1,0,0,1,1,1,4,5,5,1,3,4,5,NA,NA,NA,NA,NA,5,1,3,5,"beneficial",1
"R_3qxlZyBNoQI2FDP",7348158,"99.26.148.250",33.788497924805,-117.86949920654,"2018-04-01 14:41:59","2018-04-01 14:45:19",199,1,2,2,2,3,1,0,1,1,0,1,2,4,4,3,4,2,NA,NA,3,NA,NA,4,4,NA,4,2,"jobs",1
"R_1ouVLNPT80vigLZ",979034,"24.144.12.12",35.052200317383,-92.504402160645,"2018-04-01 14:43:11","2018-04-01 14:45:39",148,1,1,1,4,2,0,1,1,0,1,0,4,5,5,2,3,NA,NA,5,NA,3,4,5,NA,2,NA,1,"undesirable",0
"R_12sARbWepUFj8XS",7888417,"45.25.141.239",37.708297729492,-122.1282043457,"2018-04-01 14:47:36","2018-04-01 14:49:51",134,0,0,1,4,4,1,0,1,1,1,0,3,4,4,2,4,3,NA,NA,NA,4,NA,4,4,2,NA,3,"oversight",1
"R_1gvUFggV8b90gy7",234533,"174.210.7.171",34.049392700195,-118.26409912109,"2018-04-01 14:49:21","2018-04-01 14:52:41",200,1,2,1,3,2,1,0,1,1,0,1,4,4,4,2,3,4,NA,NA,2,NA,NA,4,4,NA,3,5,"beneficial",1
"R_3gLym054Mm2JGWj",8101590,"107.204.223.114",33.798294067383,-117.78239440918,"2018-04-01 14:50:19","2018-04-01 14:53:08",168,0,1,1,3,4,1,1,1,0,0,1,2,2,4,2,4,NA,NA,4,2,NA,2,2,NA,NA,4,2,"jobs",1
"R_2fqB9SvA9deH5Hx",7257046,"96.58.132.253",27.838592529297,-82.716598510742,"2018-04-01 14:44:34","2018-04-01 14:53:33",539,0,1,1,3,5,1,0,0,1,1,1,1,4,5,2,4,1,4,NA,NA,NA,NA,NA,5,2,4,4,"recommender",0
"R_21BO771VKfFDSUx",2363842,"174.82.162.27",43.108200073242,-89.270599365234,"2018-04-01 14:53:02","2018-04-01 14:57:34",271,1,2,3,4,4,0,1,1,0,0,1,1,1,2,4,4,NA,NA,2,4,NA,1,1,NA,NA,4,1,"undesirable",1
"R_2c1JlvfR00BtAu3",2318901,"172.58.33.124",37.824401855469,-122.23159790039,"2018-04-01 14:47:58","2018-04-01 14:58:10",612,0,2,1,4,5,1,1,1,0,1,0,2,2,4,3,5,NA,NA,4,NA,5,2,2,NA,3,NA,1,"undesirable",0
"R_poCr9xbCmHz52St",8260940,"107.77.200.151",32.778701782227,-96.821701049805,"2018-04-03 11:18:56","2018-04-03 11:19:39",43,1,2,2,4,3,0,1,0,0,1,1,2,3,3,3,4,NA,3,3,NA,NA,2,NA,NA,3,4,5,"beneficial",1
"R_1o5eQ2TNVgCFKYi",6760855,"162.226.190.29",33.880004882812,-117.9633026123,"2018-04-03 11:18:43","2018-04-03 11:20:34",111,0,1,1,1,5,0,1,0,0,1,1,2,1,5,2,5,NA,1,5,NA,NA,2,NA,NA,2,5,4,"recommender",0
"R_1nTN1qcAWEAyuPk",1274770,"174.134.120.68",35.188003540039,-119.21620178223,"2018-04-03 11:19:01","2018-04-03 11:20:57",115,0,1,2,1,2,0,1,1,0,0,1,4,3,3,3,2,NA,NA,3,3,NA,4,3,NA,NA,2,1,"undesirable",0
"R_OHiPXArZL7cG6Ln",6224489,"108.24.126.185",39.761505126953,-75.124496459961,"2018-04-03 11:19:39","2018-04-03 11:20:59",80,1,2,4,3,4,0,1,1,1,0,0,3,5,5,3,5,NA,NA,NA,3,5,3,5,5,NA,NA,3,"oversight",1
"R_1golYWRKYLNW7e0",1063434,"207.190.224.82",42.590805053711,-71.80549621582,"2018-04-03 11:19:48","2018-04-03 11:21:01",73,1,0,2,4,4,0,1,1,0,1,0,3,5,3,3,4,NA,NA,3,NA,4,3,5,NA,3,NA,2,"jobs",0
"R_4N4Bu7FqlG4VnDr",1942699,"122.165.170.177",9.9333038330078,78.11669921875,"2018-04-03 11:19:32","2018-04-03 11:21:42",129,1,2,1,5,4,1,0,1,1,1,0,4,4,4,5,5,4,NA,NA,NA,5,NA,4,4,5,NA,3,"oversight",0
"R_25RPTuS6dqjM7Zc",338053,"74.137.135.146",38.32829284668,-85.695701599121,"2018-04-03 11:19:45","2018-04-03 11:21:59",133,1,2,1,3,4,0,0,1,1,1,0,1,4,3,2,5,1,NA,NA,NA,5,NA,4,3,2,NA,4,"recommender",0
"R_1OjgOh2g6amfYOf",5580765,"108.202.89.175",39.07209777832,-94.450302124023,"2018-04-03 11:20:02","2018-04-03 11:22:07",125,1,2,2,4,4,1,1,1,0,1,0,2,2,2,2,4,NA,NA,2,NA,4,2,2,NA,2,NA,2,"jobs",1
"R_vOAcd1xt5165utb",3565354,"98.209.27.109",42.988800048828,-85.46410369873,"2018-04-03 11:20:50","2018-04-03 11:22:31",100,0,2,1,3,4,1,0,1,1,0,1,3,5,5,3,4,3,NA,NA,3,NA,NA,5,5,NA,4,5,"beneficial",1
"R_A0R16BDfwFYWSKl",4927527,"68.63.164.6",36.007507324219,-83.989601135254,"2018-04-03 11:20:58","2018-04-03 11:22:33",94,1,1,1,3,3,1,0,1,1,0,1,2,3,4,4,4,2,NA,NA,4,NA,NA,3,4,NA,4,3,"oversight",0
"R_12Aa5xg0uNoWrxA",6487263,"24.177.146.206",46.455307006836,-87.693397521973,"2018-04-03 11:22:25","2018-04-03 11:23:12",47,1,1,1,4,4,0,1,0,1,0,1,5,3,4,1,3,NA,3,NA,1,NA,5,NA,4,NA,3,1,"undesirable",0
"R_yyYeDJhm2at3vZD",8499305,"12.218.182.74",27.789596557617,-80.599601745605,"2018-04-03 11:21:05","2018-04-03 11:23:16",130,1,1,1,3,3,0,1,1,0,1,0,5,5,5,1,4,NA,NA,5,NA,4,5,5,NA,1,NA,2,"jobs",0
"R_XQU2qQrNs8lIj2F",525191,"108.249.83.98",32.822906494141,-79.85489654541,"2018-04-03 11:20:01","2018-04-03 11:23:25",204,1,4,2,2,4,1,1,1,1,0,0,2,3,3,4,4,NA,NA,NA,4,4,2,3,3,NA,NA,2,"jobs",1
"R_2yqPr2mpRShWwYA",11208,"181.225.47.152",8.298095703125,-62.718597412109,"2018-04-03 11:21:49","2018-04-03 11:23:27",97,1,3,3,2,3,1,1,0,1,1,0,3,3,4,3,2,NA,3,NA,NA,2,3,NA,4,3,NA,4,"recommender",0
